month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,quarter,rpi,resale_price_real,sora_3m,inflation_yoy,real_interest_rate,sora_3m_lag1,real_interest_rate_lag1,lat,lon,nearest_mrt_line,nearest_mrt_dist_m
2022-12-01,PUNGGOL,5 ROOM,676B,PUNGGOL DR,04 TO 06,113.0,Premium Apartment,2016,92 years 10 months,735000.0,2022-Q4,171.9,572521.82,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.40481059599871,103.91027810068,NE,927.9
2022-08-01,SEMBAWANG,4 ROOM,508C,WELLINGTON CIRCLE,07 TO 09,85.0,Model A,2004,81 years 01 month,470000.0,2022-Q3,168.1,374378.35,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.45288239563765,103.821431874269,NS,457.6
2022-12-01,SEMBAWANG,4 ROOM,508C,WELLINGTON CIRCLE,07 TO 09,90.0,Model A,2004,80 years 09 months,486000.0,2022-Q4,171.9,378565.45,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.45288239563765,103.821431874269,NS,457.6
2022-01-01,SENGKANG,5 ROOM,307A,ANCHORVALE RD,04 TO 06,110.0,Improved,2001,78 years 09 months,478000.0,2022-Q1,159.5,401280.25,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.38939756436216,103.888042664458,NE,865.7
2022-01-01,SENGKANG,5 ROOM,157A,RIVERVALE CRES,13 TO 15,110.0,Premium Apartment,2003,80 years 10 months,490000.0,2022-Q1,159.5,411354.23,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.38785512397153,103.908392900982,NE,1497.1
2022-01-01,SENGKANG,5 ROOM,297A,COMPASSVALE ST,07 TO 09,113.0,Premium Apartment,2001,78 years 08 months,536000.0,2022-Q1,159.5,449971.16,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.39483596039701,103.900697317347,NE,676.7
2022-01-01,SENGKANG,EXECUTIVE,122C,SENGKANG EAST WAY,07 TO 09,131.0,Apartment,2000,77 years 05 months,628000.0,2022-Q1,159.5,527205.02,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.38750850228857,103.906143768947,NE,1273.0
2022-02-01,SENGKANG,4 ROOM,403B,FERNVALE LANE,07 TO 09,94.0,Premium Apartment,2004,81 years 01 month,450000.0,2022-Q1,159.5,377774.29,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.38879143490193,103.872979832028,NE,2342.0
2022-03-01,SENGKANG,4 ROOM,403B,FERNVALE LANE,01 TO 03,93.0,Premium Apartment,2004,81 years,433000.0,2022-Q1,159.5,363502.82,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.38879143490193,103.872979832028,NE,2342.0
2022-03-01,SENGKANG,4 ROOM,307A,ANCHORVALE RD,13 TO 15,90.0,Model A,2001,78 years 08 months,435000.0,2022-Q1,159.5,365181.82,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.38939756436216,103.888042664458,NE,865.7
2022-04-01,SENGKANG,4 ROOM,104,RIVERVALE WALK,04 TO 06,102.0,Model A,1999,76 years,475000.0,2022-Q2,163.9,388056.74,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.38262745864985,103.900929877213,NE,858.0
2022-04-01,SENGKANG,4 ROOM,157A,RIVERVALE CRES,16 TO 18,94.0,Premium Apartment,2003,80 years 06 months,491000.0,2022-Q2,163.9,401128.13,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.38785512397153,103.908392900982,NE,1497.1
2022-05-01,SENGKANG,3 ROOM,441A,FERNVALE RD,19 TO 21,69.0,Model A,2012,88 years 10 months,435000.0,2022-Q2,163.9,355378.28,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.39109783626622,103.875166223525,NE,2202.2
2022-05-01,SENGKANG,3 ROOM,279A,SENGKANG EAST AVE,10 TO 12,67.0,Premium Apartment,2015,92 years 03 months,480888.0,2022-Q2,163.9,392867.01,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.38577466101388,103.893065739187,NE,315.7
2022-05-01,SENGKANG,4 ROOM,403B,FERNVALE LANE,22 TO 24,94.0,Premium Apartment,2004,80 years 11 months,490000.0,2022-Q2,163.9,400311.17,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.38879143490193,103.872979832028,NE,2342.0
2022-05-01,SENGKANG,EXECUTIVE,122C,SENGKANG EAST WAY,10 TO 12,130.0,Apartment,2000,77 years 02 months,655000.0,2022-Q2,163.9,535109.82,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.38750850228857,103.906143768947,NE,1273.0
2022-06-01,SENGKANG,5 ROOM,307A,ANCHORVALE RD,10 TO 12,110.0,Improved,2001,78 years 05 months,480000.0,2022-Q2,163.9,392141.55,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.38939756436216,103.888042664458,NE,865.7
2022-06-01,SENGKANG,4 ROOM,403B,FERNVALE LANE,19 TO 21,93.0,Premium Apartment,2004,80 years 10 months,508000.0,2022-Q2,163.9,415016.47,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.38879143490193,103.872979832028,NE,2342.0
2022-08-01,SENGKANG,4 ROOM,403B,FERNVALE LANE,07 TO 09,93.0,Premium Apartment,2004,80 years 08 months,463000.0,2022-Q3,168.1,368802.5,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.38879143490193,103.872979832028,NE,2342.0
2022-09-01,SENGKANG,5 ROOM,157A,RIVERVALE CRES,10 TO 12,111.0,Premium Apartment,2003,80 years 02 months,550000.0,2022-Q3,168.1,438102.32,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.38785512397153,103.908392900982,NE,1497.1
2022-10-01,SENGKANG,5 ROOM,157A,RIVERVALE CRES,01 TO 03,109.0,Premium Apartment,2003,80 years 01 month,503000.0,2022-Q4,171.9,391807.45,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.38785512397153,103.908392900982,NE,1497.1
2022-10-01,SENGKANG,5 ROOM,157A,RIVERVALE CRES,13 TO 15,109.0,Premium Apartment,2003,80 years 02 months,530000.0,2022-Q4,171.9,412838.86,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.38785512397153,103.908392900982,NE,1497.1
2022-11-01,SENGKANG,4 ROOM,157A,RIVERVALE CRES,10 TO 12,90.0,Premium Apartment,2003,79 years 11 months,470000.0,2022-Q4,171.9,366102.39,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.38785512397153,103.908392900982,NE,1497.1
2022-11-01,SENGKANG,4 ROOM,157A,RIVERVALE CRES,10 TO 12,94.0,Premium Apartment,2003,80 years,485000.0,2022-Q4,171.9,377786.5,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.38785512397153,103.908392900982,NE,1497.1
2022-11-01,SENGKANG,5 ROOM,307A,ANCHORVALE RD,04 TO 06,110.0,Improved,2001,78 years 01 month,530000.0,2022-Q4,171.9,412838.86,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.38939756436216,103.888042664458,NE,865.7
2022-12-01,SENGKANG,4 ROOM,441A,FERNVALE RD,19 TO 21,94.0,Model A,2012,88 years 03 months,588000.0,2022-Q4,171.9,458017.45,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.39109783626622,103.875166223525,NE,2202.2
2022-12-01,SENGKANG,5 ROOM,157A,RIVERVALE CRES,13 TO 15,112.0,Premium Apartment,2003,79 years 11 months,592000.0,2022-Q4,171.9,461133.22,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.38785512397153,103.908392900982,NE,1497.1
2022-12-01,SENGKANG,EXECUTIVE,122C,SENGKANG EAST WAY,10 TO 12,131.0,Apartment,2000,76 years 08 months,700000.0,2022-Q4,171.9,545258.87,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.38750850228857,103.906143768947,NE,1273.0
2022-06-01,SERANGOON,5 ROOM,333,SERANGOON AVE 3,07 TO 09,121.0,Improved,1986,63 years 03 months,785000.0,2022-Q2,163.9,641314.83,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.35049745808834,103.870440178642,CC,284.9
2022-01-01,TAMPINES,3 ROOM,462,TAMPINES ST 44,07 TO 09,64.0,Simplified,1987,64 years 06 months,336000.0,2022-Q1,159.5,282071.47,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.35901318117916,103.955111125309,DT,325.1
2022-01-01,TAMPINES,4 ROOM,467,TAMPINES ST 44,01 TO 03,105.0,Model A,1987,64 years 05 months,458000.0,2022-Q1,159.5,384490.28,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.35996852651128,103.954665911889,DT,429.5
2022-03-01,TAMPINES,3 ROOM,462,TAMPINES ST 44,10 TO 12,64.0,Simplified,1987,64 years 04 months,356000.0,2022-Q1,159.5,298861.44,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.35901318117916,103.955111125309,DT,325.1
2022-03-01,TAMPINES,4 ROOM,856,TAMPINES ST 82,07 TO 09,84.0,Simplified,1986,63 years 02 months,460000.0,2022-Q1,159.5,386169.28,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.35344324893831,103.936557632514,DT,746.6
2022-03-01,TAMPINES,5 ROOM,518D,TAMPINES CTRL 7,07 TO 09,109.0,DBSS,2008,85 years 09 months,850000.0,2022-Q1,159.5,713573.67,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.3563750896162,103.939270634189,DT,435.1
2022-05-01,TAMPINES,4 ROOM,263,TAMPINES ST 21,04 TO 06,103.0,Model A,1984,61 years 04 months,500000.0,2022-Q2,163.9,408480.78,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.35330602954221,103.95114433296,DT,510.7
2022-06-01,TAMPINES,4 ROOM,501,TAMPINES CTRL 1,01 TO 03,120.0,Model A,1989,66 years 06 months,600000.0,2022-Q2,163.9,490176.94,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.35568233282536,103.944448547002,DT,165.3
2022-07-01,TAMPINES,4 ROOM,462,TAMPINES ST 44,10 TO 12,89.0,Simplified,1987,64 years 01 month,505000.0,2022-Q3,168.1,402257.58,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.35901318117916,103.955111125309,DT,325.1
2022-08-01,TAMPINES,4 ROOM,462,TAMPINES ST 44,04 TO 06,84.0,Simplified,1987,64 years,460000.0,2022-Q3,168.1,366412.85,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.35901318117916,103.955111125309,DT,325.1
2022-09-01,TAMPINES,5 ROOM,727,TAMPINES ST 71,07 TO 09,119.0,Improved,1997,74 years 01 month,708000.0,2022-Q3,168.1,563957.17,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.3563134994008,103.935483915221,DT,846.1
2022-10-01,TAMPINES,5 ROOM,727,TAMPINES ST 71,01 TO 03,123.0,Improved,1997,74 years,608888.0,2022-Q4,171.9,474287.98,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.3563134994008,103.935483915221,DT,846.1
2022-10-01,TAMPINES,5 ROOM,522C,TAMPINES CTRL 7,16 TO 18,113.0,Improved,2015,91 years 11 months,880000.0,2022-Q4,171.9,685468.3,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35800481305316,103.939416135735,DT,503.7
2022-11-01,TAMPINES,3 ROOM,263,TAMPINES ST 21,07 TO 09,74.0,Model A,1984,60 years 11 months,392000.0,2022-Q4,171.9,305344.97,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35330602954221,103.95114433296,DT,510.7
2022-11-01,TAMPINES,3 ROOM,263,TAMPINES ST 21,07 TO 09,74.0,Model A,1984,60 years 11 months,412800.0,2022-Q4,171.9,321546.95,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35330602954221,103.95114433296,DT,510.7
2022-11-01,TAMPINES,3 ROOM,263,TAMPINES ST 21,07 TO 09,74.0,Model A,1984,60 years 11 months,425000.0,2022-Q4,171.9,331050.03,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35330602954221,103.95114433296,DT,510.7
2022-12-01,TAMPINES,3 ROOM,467,TAMPINES ST 44,01 TO 03,74.0,Model A,1987,63 years 06 months,425000.0,2022-Q4,171.9,331050.03,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35996852651128,103.954665911889,DT,429.5
2022-12-01,TAMPINES,4 ROOM,462,TAMPINES ST 44,07 TO 09,84.0,Simplified,1987,63 years 09 months,505000.0,2022-Q4,171.9,393365.33,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35901318117916,103.955111125309,DT,325.1
2022-12-01,TAMPINES,5 ROOM,856,TAMPINES ST 82,07 TO 09,122.0,Improved,1986,62 years 05 months,635888.0,2022-Q4,171.9,495319.39,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35344324893831,103.936557632514,DT,746.6
2022-12-01,TAMPINES,5 ROOM,856,TAMPINES ST 82,01 TO 03,122.0,Improved,1986,62 years 05 months,670000.0,2022-Q4,171.9,521890.63,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35344324893831,103.936557632514,DT,746.6
2022-12-01,TAMPINES,5 ROOM,522C,TAMPINES CTRL 7,01 TO 03,113.0,Improved,2015,91 years 09 months,745000.0,2022-Q4,171.9,580311.23,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35800481305316,103.939416135735,DT,503.7
2022-12-01,TAMPINES,5 ROOM,522C,TAMPINES CTRL 7,04 TO 06,113.0,Improved,2015,91 years 10 months,846888.0,2022-Q4,171.9,659675.99,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.35800481305316,103.939416135735,DT,503.7
2022-01-01,TOA PAYOH,3 ROOM,115,POTONG PASIR AVE 1,07 TO 09,67.0,New Generation,1984,61 years 09 months,338000.0,2022-Q1,159.5,283750.47,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.33726999806036,103.862806558366,NE,909.1
2022-08-01,TOA PAYOH,3 ROOM,115,POTONG PASIR AVE 1,04 TO 06,67.0,New Generation,1984,61 years 03 months,350000.0,2022-Q3,168.1,278792.39,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.33726999806036,103.862806558366,NE,909.1
2022-09-01,TOA PAYOH,3 ROOM,47,LOR 6 TOA PAYOH,07 TO 09,58.0,Standard,1969,45 years 05 months,275000.0,2022-Q3,168.1,219051.16,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.33691029763166,103.854030352751,NS,870.2
2022-10-01,TOA PAYOH,3 ROOM,47,LOR 6 TOA PAYOH,01 TO 03,67.0,Standard,1969,45 years 04 months,368000.0,2022-Q4,171.9,286650.38,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.33691029763166,103.854030352751,NS,870.2
2022-11-01,TOA PAYOH,3 ROOM,94,LOR 4 TOA PAYOH,01 TO 03,60.0,Standard,1967,43 years 08 months,352000.0,2022-Q4,171.9,274187.32,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.33889442783825,103.849538318068,NS,340.7
2022-01-01,WOODLANDS,3 ROOM,317,WOODLANDS ST 31,07 TO 09,73.0,Model A,1993,70 years 04 months,341000.0,2022-Q1,159.5,286268.97,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.43189593455214,103.776268265174,NS,264.7
2022-01-01,WOODLANDS,5 ROOM,655,WOODLANDS RING RD,07 TO 09,121.0,Improved,1998,75 years 03 months,535000.0,2022-Q1,159.5,449131.66,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.43741404509878,103.798257574917,NS,460.5
2022-02-01,WOODLANDS,5 ROOM,178,WOODLANDS ST 13,10 TO 12,121.0,Improved,1986,63 years 05 months,498000.0,2022-Q1,159.5,418070.22,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.43464080601813,103.777670022616,NS,464.5
2022-02-01,WOODLANDS,5 ROOM,142,MARSILING RD,01 TO 03,134.0,Model A,1995,72 years 03 months,540000.0,2022-Q1,159.5,453329.15,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.43703348852642,103.777069314339,NS,596.1
2022-03-01,WOODLANDS,EXECUTIVE,331,WOODLANDS AVE 1,07 TO 09,192.0,Apartment,1994,70 years 10 months,885000.0,2022-Q1,159.5,742956.11,0.2726,12.165963431786226,-11.893363431786224,0.1867,-12.557688124547424,1.42940879659713,103.778713415091,NS,634.6
2022-04-01,WOODLANDS,4 ROOM,177,WOODLANDS ST 13,04 TO 06,91.0,New Generation,1986,62 years 10 months,420000.0,2022-Q2,163.9,343123.86,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.43435791362603,103.778088434368,NS,492.8
2022-04-01,WOODLANDS,5 ROOM,178,WOODLANDS ST 13,04 TO 06,121.0,Improved,1986,63 years 02 months,485000.0,2022-Q2,163.9,396226.36,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.43464080601813,103.777670022616,NS,464.5
2022-05-01,WOODLANDS,4 ROOM,177,WOODLANDS ST 13,07 TO 09,91.0,New Generation,1986,62 years 10 months,435000.0,2022-Q2,163.9,355378.28,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.43435791362603,103.778088434368,NS,492.8
2022-05-01,WOODLANDS,4 ROOM,616,WOODLANDS AVE 4,10 TO 12,102.0,Model A,1998,75 years,438000.0,2022-Q2,163.9,357829.16,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.4343227615451,103.795844279939,TE,822.3
2022-05-01,WOODLANDS,5 ROOM,306,WOODLANDS ST 31,01 TO 03,132.0,Model A,1993,69 years 10 months,505000.0,2022-Q2,163.9,412565.59,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.42992991993554,103.774636554651,NS,308.9
2022-06-01,WOODLANDS,4 ROOM,655,WOODLANDS RING RD,04 TO 06,100.0,Model A,1998,74 years 10 months,445000.0,2022-Q2,163.9,363547.9,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.43741404509878,103.798257574917,NS,460.5
2022-08-01,WOODLANDS,4 ROOM,655,WOODLANDS RING RD,01 TO 03,100.0,Model A,1998,74 years 08 months,465000.0,2022-Q3,168.1,370395.6,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.43741404509878,103.798257574917,NS,460.5
2022-09-01,WOODLANDS,4 ROOM,895C,WOODLANDS DR 50,01 TO 03,99.0,Model A,1997,73 years 05 months,450000.0,2022-Q3,168.1,358447.35,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.43566901015181,103.792604837224,TE,512.3
2022-11-01,WOODLANDS,4 ROOM,177,WOODLANDS ST 13,04 TO 06,93.0,New Generation,1986,62 years 04 months,430000.0,2022-Q4,171.9,334944.74,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.43435791362603,103.778088434368,NS,492.8
2022-12-01,WOODLANDS,4 ROOM,895C,WOODLANDS DR 50,01 TO 03,99.0,Model A,1997,73 years 03 months,475000.0,2022-Q4,171.9,369997.09,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.43566901015181,103.792604837224,TE,512.3
2022-04-01,YISHUN,3 ROOM,424D,YISHUN AVE 11,04 TO 06,67.0,Model A,2015,92 years 09 months,353000.0,2022-Q2,163.9,288387.43,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.42282966353596,103.849223389089,NS,1742.1
2022-05-01,YISHUN,4 ROOM,424D,YISHUN AVE 11,10 TO 12,92.0,Model A,2015,92 years 07 months,495000.0,2022-Q2,163.9,404395.97,0.7572,11.953551912568305,-11.196351912568304,0.2726,-11.893363431786224,1.42282966353596,103.849223389089,NS,1742.1
2022-07-01,YISHUN,2 ROOM,675C,YISHUN AVE 4,10 TO 12,47.0,Model A,2018,95 years 04 months,318000.0,2022-Q3,168.1,253302.8,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.41942806754236,103.84218131825,NS,1034.2
2022-07-01,YISHUN,4 ROOM,657,YISHUN AVE 4,10 TO 12,103.0,Model A,1987,64 years 05 months,508000.0,2022-Q3,168.1,404647.23,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.42224077094874,103.839349033609,NS,869.5
2022-08-01,YISHUN,3 ROOM,675C,YISHUN AVE 4,10 TO 12,68.0,Model A,2018,95 years 04 months,446000.0,2022-Q3,168.1,355261.15,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.41942806754236,103.84218131825,NS,1034.2
2022-08-01,YISHUN,4 ROOM,657,YISHUN AVE 4,04 TO 06,103.0,Model A,1987,64 years 04 months,463000.0,2022-Q3,168.1,368802.5,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.42224077094874,103.839349033609,NS,869.5
2022-08-01,YISHUN,4 ROOM,675C,YISHUN AVE 4,04 TO 06,93.0,Model A,2018,95 years 04 months,500000.0,2022-Q3,168.1,398274.84,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.41942806754236,103.84218131825,NS,1034.2
2022-08-01,YISHUN,5 ROOM,657,YISHUN AVE 4,07 TO 09,120.0,Improved,1987,64 years 04 months,560000.0,2022-Q3,168.1,446067.82,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.42224077094874,103.839349033609,NS,869.5
2022-08-01,YISHUN,5 ROOM,624,YISHUN RING RD,07 TO 09,121.0,Improved,1987,63 years 08 months,600000.0,2022-Q3,168.1,477929.8,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.41807789053212,103.835582914002,NS,285.6
2022-09-01,YISHUN,4 ROOM,657,YISHUN AVE 4,01 TO 03,83.0,Simplified,1987,64 years 03 months,420000.0,2022-Q3,168.1,334550.86,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.42224077094874,103.839349033609,NS,869.5
2022-09-01,YISHUN,4 ROOM,675C,YISHUN AVE 4,07 TO 09,93.0,Model A,2018,95 years 03 months,538000.0,2022-Q3,168.1,428543.72,1.9732,11.620185922974768,-9.646985922974768,0.7572,-11.196351912568304,1.41942806754236,103.84218131825,NS,1034.2
2022-10-01,YISHUN,4 ROOM,675C,YISHUN AVE 4,07 TO 09,93.0,Model A,2018,95 years 02 months,540000.0,2022-Q4,171.9,420628.27,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.41942806754236,103.84218131825,NS,1034.2
2022-10-01,YISHUN,4 ROOM,675C,YISHUN AVE 4,04 TO 06,93.0,Model A,2018,95 years 02 months,545000.0,2022-Q4,171.9,424522.98,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.41942806754236,103.84218131825,NS,1034.2
2022-10-01,YISHUN,4 ROOM,675C,YISHUN AVE 4,07 TO 09,93.0,Model A,2018,95 years 02 months,565000.0,2022-Q4,171.9,440101.8,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.41942806754236,103.84218131825,NS,1034.2
2022-11-01,YISHUN,3 ROOM,424D,YISHUN AVE 11,01 TO 03,67.0,Model A,2015,92 years 03 months,360000.0,2022-Q4,171.9,280418.85,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.42282966353596,103.849223389089,NS,1742.1
2022-11-01,YISHUN,4 ROOM,657,YISHUN AVE 4,07 TO 09,83.0,Simplified,1987,64 years 01 month,430000.0,2022-Q4,171.9,334944.74,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.42224077094874,103.839349033609,NS,869.5
2022-11-01,YISHUN,4 ROOM,675C,YISHUN AVE 4,04 TO 06,93.0,Model A,2018,95 years 01 month,530000.0,2022-Q4,171.9,412838.86,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.41942806754236,103.84218131825,NS,1034.2
2022-11-01,YISHUN,5 ROOM,624,YISHUN RING RD,04 TO 06,121.0,Improved,1987,63 years 06 months,630000.0,2022-Q4,171.9,490732.98,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.41807789053212,103.835582914002,NS,285.6
2022-12-01,YISHUN,2 ROOM,675C,YISHUN AVE 4,01 TO 03,47.0,Model A,2018,95 years,310000.0,2022-Q4,171.9,241471.79,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.41942806754236,103.84218131825,NS,1034.2
2022-12-01,YISHUN,2 ROOM,675C,YISHUN AVE 4,10 TO 12,47.0,Model A,2018,95 years,330000.0,2022-Q4,171.9,257050.61,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.41942806754236,103.84218131825,NS,1034.2
2022-12-01,YISHUN,2 ROOM,675C,YISHUN AVE 4,04 TO 06,47.0,Model A,2018,95 years 01 month,335000.0,2022-Q4,171.9,260945.32,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.41942806754236,103.84218131825,NS,1034.2
2022-12-01,YISHUN,4 ROOM,657,YISHUN AVE 4,07 TO 09,83.0,Simplified,1987,64 years,420000.0,2022-Q4,171.9,327155.32,3.0966,10.40462427745666,-7.308024277456658,1.9732,-9.646985922974768,1.42224077094874,103.839349033609,NS,869.5
2023-01-01,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,01 TO 03,73.0,New Generation,1977,53 years 07 months,430000.0,2023-Q1,173.6,331664.75,3.542,8.840125391849526,-5.298125391849526,3.0966,-7.308024277456658,1.37061517595951,103.83596769452,TE,226.3
2023-03-01,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,07 TO 09,73.0,New Generation,1977,53 years 05 months,428888.0,2023-Q1,173.6,330807.05,3.542,8.840125391849526,-5.298125391849526,3.0966,-7.308024277456658,1.37061517595951,103.83596769452,TE,226.3
2023-06-01,ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1977,53 years 02 months,390000.0,2023-Q2,176.2,296373.44,3.6414,7.50457596095179,-3.86317596095179,3.542,-5.298125391849526,1.36598198004505,103.840654039612,TE,823.4
2023-07-01,ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,07 TO 09,82.0,New Generation,1977,53 years,420000.0,2023-Q3,178.5,315058.82,3.7052,6.186793575252829,-2.481593575252829,3.6414,-3.86317596095179,1.36598198004505,103.840654039612,TE,823.4
2023-07-01,ANG MO KIO,4 ROOM,256,ANG MO KIO AVE 4,10 TO 12,98.0,New Generation,1977,53 years,540000.0,2023-Q3,178.5,405075.63,3.7052,6.186793575252829,-2.481593575252829,3.6414,-3.86317596095179,1.37061517595951,103.83596769452,TE,226.3
2023-11-01,ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1977,52 years 08 months,350000.0,2023-Q4,180.4,259783.81,3.709,4.944735311227458,-1.2357353112274576,3.7052,-2.481593575252829,1.36598198004505,103.840654039612,TE,823.4
